route_key,mode,o_zone_id,d_zone_id,volume,total_distance_mile,total_distance_km,straight_line_distance_mile,straight_line_distance_km,distance_ratio,total_free_flow_travel_time,total_congestion_travel_time,google_maps_http_link,WKT_geometry
23_19_sov,sov,23,19,300,10,16.09,2.22938,3.58707,4.48556,10,25.0644,"https://www.google.com/maps/dir/43.514858,-96.750904/43.529591,-96.711316/","LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591)"
23_20_sov,sov,23,20,700,9,14.481,1.99047,3.20267,4.52155,9,19.7332,"https://www.google.com/maps/dir/43.514858,-96.750904/43.515333,-96.711185/","LINESTRING(-96.750904 43.514858,-96.731241 43.514858,-96.711185 43.515333)"
23_21_sov,sov,23,21,700,5,8.045,1.04314,1.67842,4.79321,5,15.162,"https://www.google.com/maps/dir/43.514858,-96.750904/43.510485,-96.730979/","LINESTRING(-96.750904 43.514858,-96.749200 43.503164,-96.730979 43.510485)"
23_22_sov,sov,23,22,2100,4,6.436,0.985251,1.58527,4.05988,4,11.8648,"https://www.google.com/maps/dir/43.514858,-96.750904/43.514858,-96.731241/","LINESTRING(-96.750904 43.514858,-96.731241 43.514858)"
23_24_sov,sov,23,24,700,2,3.218,0.812484,1.30729,2.46159,2,3.7476,"https://www.google.com/maps/dir/43.514858,-96.750904/43.503164,-96.749200/","LINESTRING(-96.750904 43.514858,-96.749200 43.503164)"
24_1_sov,sov,24,1,100,15,24.135,7.65124,12.3108,1.96047,15,28.5493,"https://www.google.com/maps/dir/43.503164,-96.749200/43.612828,-96.770420/","LINESTRING(-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.770420 43.612828)"
24_4_sov,sov,24,4,200,15,24.135,4.1807,6.72675,3.58792,15,28.8442,"https://www.google.com/maps/dir/43.503164,-96.749200/43.563654,-96.747168/","LINESTRING(-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941,-96.774303 43.572962,-96.747168 43.563654)"
24_6_sov,sov,24,6,100,20,32.18,6.12876,9.86118,3.2633,20,46.1662,"https://www.google.com/maps/dir/43.503164,-96.749200/43.587586,-96.711644/","LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324,-96.711644 43.587586)"
24_7_sov,sov,24,7,100,15,24.135,5.03826,8.10655,2.97722,15,25.932,"https://www.google.com/maps/dir/43.503164,-96.749200/43.563844,-96.693423/","LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844)"
24_8_sov,sov,24,8,200,18,28.962,4.50522,7.24891,3.99536,18,31.6177,"https://www.google.com/maps/dir/43.503164,-96.749200/43.562324,-96.711382/","LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333,-96.694078 43.546744,-96.693423 43.563844,-96.711382 43.562324)"
24_9_sov,sov,24,9,200,17,27.353,3.26548,5.25416,5.20598,17,44.4642,"https://www.google.com/maps/dir/43.503164,-96.749200/43.548596,-96.731241/","LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271,-96.731241 43.548596)"
24_10_sov,sov,24,10,800,14,22.526,3.04237,4.89518,4.60167,14,38.6713,"https://www.google.com/maps/dir/43.503164,-96.749200/43.545271,-96.731438/","LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.731438 43.545271)"
24_11_sov,sov,24,11,600,10,16.09,2.83301,4.55831,3.52982,10,26.2043,"https://www.google.com/maps/dir/43.503164,-96.749200/43.544131,-96.746841/","LINESTRING(-96.749200 43.503164,-96.750904 43.514858,-96.751035 43.529306,-96.746841 43.544131)"
24_12_sov,sov,24,12,500,7,11.263,3.21559,5.17388,2.1769,7,20.5166,"https://www.google.com/maps/dir/43.503164,-96.749200/43.543941,-96.780137/","LINESTRING(-96.749200 43.503164,-96.793377 43.490707,-96.780137 43.543941)"
24_13_sov,sov,24,13,700,4,6.436,2.37559,3.82233,1.68379,4,17.4878,"https://www.google.com/maps/dir/43.503164,-96.749200/43.490707,-96.793377/","LINESTRING(-96.749200 43.503164,-96.793377 43.490707)"
24_14_sov,sov,24,14,400,6,9.654,1.80859,2.91002,3.3175,6,12.6239,"https://www.google.com/maps/dir/43.503164,-96.749200/43.529306,-96.751035/","LINESTRING(-96.749200 43.503164,-96.750904 43.514858,-96.751035 43.529306)"
24_15_sov,sov,24,15,400,8,12.872,2.01806,3.24705,3.96421,8,24.6602,"https://www.google.com/maps/dir/43.503164,-96.749200/43.529401,-96.731504/","LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401)"
24_16_sov,sov,24,16,300,15,24.135,3.55757,5.72413,4.21636,15,45.4726,"https://www.google.com/maps/dir/43.503164,-96.749200/43.546744,-96.711382/","LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280,-96.711382 43.546744)"
24_17_sov,sov,24,17,300,13,20.917,3.24434,5.22015,4.00697,13,36.2397,"https://www.google.com/maps/dir/43.503164,-96.749200/43.541280,-96.711382/","LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591,-96.711382 43.541280)"
24_19_sov,sov,24,19,100,11,17.699,2.63387,4.2379,4.17636,11,28.9659,"https://www.google.com/maps/dir/43.503164,-96.749200/43.529591,-96.711316/","LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858,-96.731504 43.529401,-96.711316 43.529591)"
24_20_sov,sov,24,20,400,9,14.481,2.0823,3.35043,4.32213,9,19.597,"https://www.google.com/maps/dir/43.503164,-96.749200/43.515333,-96.711185/","LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.711185 43.515333)"
24_21_sov,sov,24,21,500,3,4.827,1.04386,1.67958,2.87394,3,11.4144,"https://www.google.com/maps/dir/43.503164,-96.749200/43.510485,-96.730979/","LINESTRING(-96.749200 43.503164,-96.730979 43.510485)"
24_22_sov,sov,24,22,1100,5,8.045,1.20944,1.94599,4.13414,5,15.7663,"https://www.google.com/maps/dir/43.503164,-96.749200/43.514858,-96.731241/","LINESTRING(-96.749200 43.503164,-96.730979 43.510485,-96.731241 43.514858)"
24_23_sov,sov,24,23,700,2,3.218,0.812484,1.30729,2.46159,2,3.66233,"https://www.google.com/maps/dir/43.503164,-96.749200/43.514858,-96.750904/","LINESTRING(-96.749200 43.503164,-96.750904 43.514858)"
